,Temperature (C),Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Pressure (millibars)
13080,15.744444444444447,15.744444444444447,0.67,3.4454,282.0,15.826300000000002,1013.35
11877,2.244444444444444,-1.4388888888888889,0.89,13.9426,170.0,7.824600000000001,1025.22
19822,-1.9277777777777767,-4.477777777777778,0.83,6.617100000000001,219.0,11.0124,1038.8
28674,0.0,-3.972222222222221,1.0,12.88,330.0,3.5420000000000007,1013.8
29231,-2.7777777777777777,-6.51111111111111,0.71,9.66,180.0,11.27,1026.1
32074,13.88888888888889,13.88888888888889,0.59,9.66,280.0,11.27,992.2
18288,15.116666666666667,15.116666666666667,0.89,6.601,283.0,15.826300000000002,1013.69
25012,10.216666666666669,10.216666666666669,0.87,2.8497000000000003,205.0,6.118,1020.61
24284,4.500000000000001,2.972222222222223,0.89,6.601,338.0,4.9105,1028.25
79292,11.57777777777778,11.57777777777778,0.44,9.9659,110.0,15.552600000000002,1016.54
70372,7.200000000000001,6.177777777777776,0.88,6.3112,350.0,10.2557,1010.47
26462,14.844444444444443,14.844444444444443,0.51,2.9624,228.0,11.4471,1008.89
43865,17.77777777777778,17.77777777777778,0.46,10.3523,278.0,10.4006,1021.5
65116,12.183333333333334,12.183333333333334,0.95,11.27,280.0,15.826300000000002,1017.84
64849,4.849999999999998,1.71111111111111,0.89,14.1841,192.0,14.168000000000005,1011.12
45059,24.66111111111111,24.66111111111111,0.48,6.1985,290.0,10.3523,1019.52
55927,0.0,-5.938888888888889,0.7,25.4058,358.0,10.3684,1015.32
50853,0.2888888888888906,0.2888888888888906,0.87,2.415,219.0,3.6547,1033.09
73189,6.133333333333333,3.177777777777777,0.87,14.860300000000002,318.0,7.293300000000001,1011.15
64944,0.1166666666666671,0.1166666666666671,1.0,3.1556,257.0,3.1395,1015.77
26355,7.777777777777778,7.777777777777778,0.73,3.22,160.0,15.134000000000002,1016.6
48342,15.933333333333334,15.933333333333334,0.87,4.6207,344.0,9.982,1015.03
81310,0.2500000000000015,-1.7777777777777777,0.81,6.1502,176.0,7.631400000000001,1030.22
40116,26.088888888888885,26.088888888888885,0.58,10.8997,149.0,11.27,1013.25
71484,22.75555555555555,22.75555555555555,0.73,3.3327,162.0,9.982,1014.41
58195,11.372222222222222,11.372222222222222,0.29,12.3487,280.0,10.3684,1019.76
46074,-6.061111111111111,-6.061111111111111,0.99,3.22,130.0,3.976700000000001,1029.19
31348,15.0,15.0,0.87,11.27,180.0,15.134000000000002,1005.5
26017,10.92777777777778,10.92777777777778,0.84,5.8121,214.0,11.8496,1019.34
58588,9.322222222222225,6.844444444444445,0.7,17.0821,9.0,15.150100000000002,1016.32
91747,22.10555555555556,22.10555555555556,0.81,6.4722,328.0,16.1,1015.46
31866,6.111111111111111,4.072222222222221,0.49,9.66,140.0,9.982,1011.1
42336,13.127777777777778,13.127777777777778,0.8,24.633000000000003,248.0,15.3111,990.06
25780,8.961111111111112,6.822222222222223,0.93,13.6689,220.0,2.0286,1010.31
32159,11.11111111111111,11.11111111111111,0.71,3.22,300.0,16.1,1009.9
24382,-0.6500000000000009,-4.249999999999999,0.88,10.6904,150.0,14.731500000000002,1019.9
56335,18.89444444444445,18.89444444444445,0.93,4.8783,207.0,11.2056,1011.69
47792,17.66111111111111,17.66111111111111,0.85,16.2127,224.0,11.4471,1002.9
95784,19.288888888888888,19.288888888888888,0.77,3.1878,8.0,16.1,1015.86
85479,22.1,22.1,0.4,8.919400000000001,45.0,9.982,1015.41
76919,7.177777777777779,6.099999999999998,0.87,6.488300000000001,91.0,15.826300000000002,1010.49
86930,9.427777777777775,9.427777777777775,0.87,2.5438,211.0,15.1823,1019.76
76240,18.183333333333337,18.183333333333337,0.62,8.5491,128.0,10.577700000000002,1016.43
78430,12.872222222222224,12.872222222222224,0.82,10.722600000000002,130.0,16.1,1020.91
71847,7.827777777777779,6.116666666666665,0.83,9.66,190.0,7.212800000000001,0.0
25905,8.91111111111111,7.405555555555555,0.89,9.6761,302.0,5.2808,1019.29
89204,0.6833333333333316,-2.394444444444444,0.93,9.6761,180.0,9.032100000000002,1020.1
58281,10.0,5.977777777777777,0.61,40.25,300.0,11.27,1006.7
63271,-1.1722222222222218,-5.611111111111112,0.83,13.8621,142.0,8.7101,1016.52
31999,8.800000000000002,7.472222222222224,0.9,8.6779,346.0,7.985600000000001,1021.94
40518,7.322222222222223,6.766666666666667,0.87,4.8944,227.0,9.982,1020.68
85657,15.866666666666667,15.866666666666667,0.59,38.3663,289.0,10.2557,1012.5
52453,24.97777777777777,24.97777777777777,0.39,19.6903,20.0,9.982,1026.61
51658,11.15,11.15,0.56,10.6421,155.0,9.982,1030.35
39259,17.727777777777774,17.727777777777774,0.98,13.0893,198.0,8.1949,1015.13
56936,25.022222222222226,25.022222222222226,0.64,3.6225,234.0,11.0285,1012.0
26922,21.11111111111111,21.11111111111111,0.46,3.22,50.0,9.982,1017.0
60032,11.138888888888888,11.138888888888888,0.85,9.1287,330.0,9.982,1016.53
92233,13.838888888888889,13.838888888888889,1.0,6.166300000000001,180.0,6.295100000000001,1010.08
30960,15.0,15.0,0.93,6.44,170.0,4.508,1014.2
48498,25.86111111111111,25.86111111111111,0.6,5.9087000000000005,4.0,11.27,1016.77
14084,12.194444444444446,12.194444444444446,0.47,22.3468,328.0,11.2056,1015.95
8251,22.22222222222222,22.22222222222222,0.53,11.511500000000002,99.0,9.982,0.0
48248,16.033333333333335,16.033333333333335,0.81,20.8173,321.0,10.835300000000002,1010.37
27466,25.0,25.0,0.54,11.27,120.0,9.982,1017.2
32646,13.88888888888889,13.88888888888889,0.83,14.49,0.0,11.27,1021.1
31224,12.22222222222222,12.22222222222222,0.96,3.22,280.0,12.075,1008.2
94746,2.538888888888889,-0.1166666666666671,0.9,9.3863,168.0,9.1931,1019.49
87086,27.772222222222226,27.41111111111111,0.39,21.300300000000004,170.0,15.520400000000002,1012.67
71043,16.644444444444446,16.644444444444446,0.87,17.114300000000004,321.0,12.2521,1013.16
8720,17.488888888888887,17.488888888888887,0.84,1.4168,114.0,9.9015,1019.76
27394,30.0,28.68333333333333,0.29,4.83,320.0,9.982,1017.1
57957,10.0,9.372222222222222,0.48,6.44,250.0,16.1,1019.3
10707,-4.444444444444445,-7.183333333333334,0.89,6.1502,350.0,5.957000000000001,1037.55
45831,2.7777777777777777,0.1833333333333323,0.88,9.3541,298.0,6.9713,1022.3
954,31.03888888888889,31.622222222222224,0.44,10.1591,238.0,9.982,1012.44
16439,8.838888888888887,6.93888888888889,0.93,11.914,59.0,8.1949,1008.35
16348,9.833333333333336,9.833333333333336,0.87,2.9785000000000004,0.0,14.876400000000002,1024.37
33294,3.8555555555555534,0.4944444444444447,1.0,14.1519,170.0,0.161,1017.81
28796,-3.333333333333333,-10.272222222222224,0.74,25.76,320.0,16.1,1021.8
12512,17.727777777777774,17.727777777777774,0.61,17.3075,307.0,10.3523,1020.27
60364,4.716666666666668,3.466666666666668,0.99,5.8443000000000005,200.0,2.4633000000000003,1012.02
41222,15.050000000000002,15.050000000000002,0.72,8.017800000000001,323.0,11.27,1019.66
63168,-1.1333333333333329,-4.78888888888889,0.96,10.5133,296.0,2.9302,1033.82
79054,6.611111111111111,5.52777777777778,0.59,6.1985,241.0,16.1,1024.41
5048,12.17222222222222,12.17222222222222,0.73,15.246700000000002,8.0,9.982,1023.08
85218,10.644444444444442,10.644444444444442,0.88,3.1717,111.0,15.826300000000002,1016.92
87850,23.88888888888889,23.88888888888889,0.24,32.844,201.0,16.1,1011.54
38947,27.10555555555556,28.600000000000005,0.65,20.5275,320.0,9.982,1016.46
71169,22.71111111111111,22.71111111111111,0.62,3.2361,64.0,9.982,1014.4
20537,4.794444444444446,1.2388888888888872,0.77,16.856700000000004,159.0,9.0643,1018.12
79080,10.355555555555556,10.355555555555556,0.67,13.7011,199.0,16.1,1016.39
8172,23.96111111111111,23.96111111111111,0.36,20.0123,158.0,9.982,1024.09
73546,-2.855555555555556,-5.905555555555555,0.86,7.5348,205.0,3.4776,1009.17
46848,4.466666666666666,4.466666666666666,1.0,3.3649,269.0,3.059,1016.2
43223,14.105555555555556,14.105555555555556,1.0,4.5402000000000005,283.0,0.8694000000000001,1019.06
89969,6.966666666666666,3.1722222222222225,0.75,23.8441,149.0,9.982,1004.96
87334,15.672222222222224,15.672222222222224,0.84,3.1234,36.0,15.826300000000002,1010.54
4367,17.522222222222222,17.522222222222222,0.89,5.2325,4.0,14.9569,1019.12
69528,13.77222222222222,13.77222222222222,0.78,14.49,300.0,15.826300000000002,1014.56
48767,21.216666666666665,21.216666666666665,0.84,3.6547,30.0,14.9569,1019.97
48807,28.86666666666666,29.03333333333333,0.46,4.3631,182.0,11.27,1016.61
30125,20.761111111111116,20.761111111111116,0.86,6.0697,285.0,15.150100000000002,1017.97
45311,17.461111111111112,17.461111111111112,0.73,6.681500000000001,303.0,14.9569,1016.12
2422,1.4444444444444453,-2.2111111111111112,0.95,12.8317,201.0,14.9569,1007.1
93832,17.572222222222223,17.572222222222223,0.55,8.8228,19.0,15.552600000000002,1015.6
54100,-11.805555555555555,-15.033333333333331,0.91,5.119800000000001,150.0,4.717300000000001,1013.57
23827,21.31666666666667,21.31666666666667,0.66,10.8836,351.0,11.4471,1014.85
36862,1.6000000000000014,-2.033333333333333,0.95,12.9122,159.0,8.1466,1011.08
68143,2.838888888888889,2.838888888888889,0.96,3.1073,27.0,4.395300000000001,1030.18
90224,16.016666666666666,16.016666666666666,0.61,26.7743,241.0,16.1,1014.25
76260,22.08333333333333,22.08333333333333,0.47,3.0268,137.0,9.982,1007.52
78210,20.811111111111103,20.811111111111103,0.8,8.3076,320.0,15.826300000000002,1008.88
38844,32.19444444444444,33.57222222222222,0.45,15.134000000000002,271.0,10.0464,1011.12
83271,21.18333333333333,21.18333333333333,0.63,11.3666,242.0,16.1,1014.88
1007,17.87777777777778,17.87777777777778,0.86,5.9731000000000005,292.0,14.9569,1009.78
9536,20.05,20.05,0.76,2.7531000000000003,91.0,14.7959,1007.69
50437,14.97777777777778,14.97777777777778,0.44,2.8336,8.0,9.982,1022.09
59604,10.961111111111109,10.961111111111109,0.78,3.2522,150.0,6.166300000000001,1025.12
68322,5.7055555555555575,3.761111111111113,0.98,8.8872,45.0,3.0751,1006.21
34632,17.22222222222222,17.22222222222222,0.75,3.22,130.0,16.1,1017.2
24446,12.288888888888888,12.288888888888888,0.37,12.799500000000002,232.0,9.982,1010.38
95723,13.977777777777776,13.977777777777776,0.49,2.9785000000000004,270.0,10.3523,1022.28
17236,6.577777777777779,6.577777777777779,0.86,3.2683,46.0,9.8049,1017.62
96395,27.655555555555555,27.61111111111111,0.44,8.903300000000002,105.0,15.3111,1020.31
18423,37.75555555555555,36.85555555555556,0.22,32.505900000000004,161.0,9.982,1003.94
36748,-8.649999999999999,-12.088888888888889,0.96,6.279,20.0,2.9624,1009.42
5729,0.0,-5.505555555555556,1.0,22.024800000000003,0.0,5.8604,0.0
40465,8.299999999999999,6.449999999999999,0.73,10.9319,204.0,11.6886,1021.76
35259,8.816666666666666,7.016666666666668,0.94,11.27,212.0,6.118,1013.94
29234,-13.88888888888889,-13.88888888888889,0.83,3.22,340.0,1.7710000000000004,1034.2
53111,18.55555555555556,18.55555555555556,0.56,10.1913,142.0,15.150100000000002,1021.54
85155,12.77777777777778,12.77777777777778,0.96,13.7011,28.0,6.295100000000001,1009.07
25223,9.488888888888887,8.822222222222223,0.83,6.279,169.0,14.731500000000002,1021.26
40155,18.216666666666672,18.216666666666672,0.87,6.0375000000000005,140.0,14.9086,1012.15
53716,18.266666666666666,18.266666666666666,0.71,0.0,0.0,15.826300000000002,1012.6
43816,21.916666666666668,21.916666666666668,0.82,4.9749,5.0,11.27,1011.49
19496,-6.255555555555556,-6.255555555555556,0.92,2.8336,73.0,2.1574000000000004,1036.34
96280,24.92777777777778,24.92777777777778,0.46,3.0751,310.0,16.1,1017.23
45279,33.788888888888884,34.41111111111111,0.37,17.259200000000003,202.0,10.0464,1007.66
89012,21.950000000000003,21.950000000000003,0.73,6.1341,113.0,15.1823,1014.79
50891,2.666666666666665,-1.466666666666667,0.83,17.227,181.0,8.6779,1028.75
61512,8.155555555555557,6.2333333333333325,0.75,11.1573,252.0,15.826300000000002,1024.05
51699,3.2611111111111097,3.2611111111111097,0.89,3.22,90.0,5.9731000000000005,1027.79
71137,19.35555555555556,19.35555555555556,0.88,3.1878,335.0,16.1,1010.83
25987,14.86111111111111,14.86111111111111,0.72,3.5903,100.0,15.826300000000002,1015.54
90606,5.855555555555555,2.950000000000001,1.0,14.168000000000005,160.0,5.8765,1003.07
46123,5.1944444444444455,3.366666666666668,0.91,8.05,197.0,6.230700000000001,1013.65
14296,15.016666666666667,15.016666666666667,0.46,16.180500000000002,63.0,11.3988,1019.45
18442,22.58888888888889,22.58888888888889,0.52,14.023100000000005,317.0,10.0464,1004.2
5946,19.21111111111111,19.21111111111111,0.43,12.9766,140.0,9.982,1017.93
45522,3.822222222222224,-0.4277777777777775,0.82,20.2216,260.0,9.982,999.59
57571,33.91111111111112,33.46666666666667,0.32,8.05,176.0,9.982,1013.27
92717,17.016666666666666,17.016666666666666,0.57,15.0696,19.0,15.552600000000002,1021.11
10819,-4.933333333333333,-8.788888888888888,0.86,8.758400000000002,27.0,7.293300000000001,1028.86
38177,-0.0499999999999999,-3.638888888888889,0.86,11.1412,128.0,5.9731000000000005,1024.62
58598,11.11111111111111,11.11111111111111,0.86,11.27,100.0,9.016,1014.2
72705,7.66111111111111,6.194444444444444,0.9,8.355900000000002,180.0,3.880100000000001,1013.73
1607,-1.0888888888888897,-4.872222222222222,1.0,11.0607,180.0,0.1771,1036.81
59922,7.727777777777776,6.172222222222222,0.83,8.8067,308.0,9.982,1020.71
13210,22.89444444444444,22.89444444444444,0.57,4.7656,242.0,10.0464,1012.38
47139,-8.305555555555555,-8.305555555555555,1.0,3.22,240.0,0.3864,1020.41
86524,4.716666666666668,2.7999999999999994,0.93,8.0822,274.0,5.5384,1018.7
49551,1.35,-1.5666666666666669,0.75,9.5312,208.0,10.0303,1033.07
15883,-1.2944444444444434,-5.394444444444445,0.76,12.2038,69.0,9.9015,1016.92
65383,20.777777777777786,20.777777777777786,0.69,1.8193,293.0,9.982,1013.25
62348,24.438888888888886,24.438888888888886,0.48,3.3649,0.0,15.552600000000002,1015.24
45833,2.2222222222222223,-0.038888888888889,0.85,7.744099999999999,279.0,4.9910000000000005,1021.59
49122,14.938888888888888,14.938888888888888,0.72,14.1519,110.0,11.2056,1013.16
52343,14.766666666666664,14.766666666666664,0.72,5.9248,35.0,14.9569,1026.23
65924,24.41111111111111,24.41111111111111,0.59,2.5277000000000003,8.0,10.3523,1014.09
53407,12.227777777777776,12.227777777777776,0.93,12.525800000000002,329.0,9.1126,1015.85
72726,7.200000000000001,5.088888888888887,0.99,11.1412,39.0,1.6744,1017.96
83156,19.261111111111116,19.261111111111116,0.79,3.1556,321.0,15.552600000000002,1020.16
68637,9.227777777777778,7.544444444444443,0.9,11.0446,150.0,14.1358,1018.11
55224,4.444444444444445,1.161111111111113,0.85,14.49,280.0,15.134000000000002,1017.8
3855,27.77777777777778,26.861111111111107,0.28,10.3845,342.0,9.982,1022.07
70264,17.31111111111111,17.31111111111111,0.34,2.3989000000000003,188.0,10.2557,1014.39
81555,6.022222222222224,4.494444444444446,0.93,7.438200000000001,254.0,2.5921000000000003,1014.86
13690,22.73333333333333,22.73333333333333,0.54,7.824600000000001,224.0,9.982,1017.38
36258,27.77777777777778,28.41666666666667,0.53,7.889000000000001,220.0,9.982,1015.14
44539,13.977777777777776,13.977777777777776,0.45,35.758100000000006,320.0,9.982,1011.83
52535,14.72222222222222,14.72222222222222,0.92,3.0429,318.0,14.9569,1020.48
56910,23.594444444444445,23.594444444444445,0.63,15.375500000000002,80.0,9.982,1010.74
10386,-2.827777777777777,-6.9944444444444445,0.72,11.1734,11.0,9.982,1027.44
83733,13.438888888888888,13.438888888888888,0.9,3.22,320.0,16.1,1017.03
10492,-10.038888888888888,-10.038888888888888,0.88,3.4132,325.0,2.0447,1038.4
30417,22.77777777777778,22.77777777777778,0.41,9.66,20.0,9.982,1021.6
21283,32.24444444444445,31.06666666666667,0.3,8.1305,162.0,9.982,1010.32
48429,22.73333333333333,22.73333333333333,0.73,3.0751,200.0,9.982,1013.71
12961,17.73888888888889,17.73888888888889,0.68,0.0,0.0,15.826300000000002,1008.71
62700,25.97222222222222,25.97222222222222,0.36,9.3541,290.0,16.1,1019.21
64261,-0.1111111111111107,-3.522222222222222,0.91,10.3845,341.0,4.379200000000001,1012.75
88891,20.28333333333333,20.28333333333333,0.69,0.0,0.0,16.1,1017.53
9095,11.666666666666666,11.666666666666666,0.48,6.423900000000001,347.0,14.9569,1016.33
67618,15.86111111111111,15.86111111111111,0.66,9.177,224.0,11.0768,1005.87
30329,34.87777777777777,33.66111111111112,0.25,23.9407,224.0,10.3684,1011.24
83160,16.16111111111111,16.16111111111111,0.86,6.601,338.0,16.1,1019.8
94565,4.461111111111112,1.5888888888888886,0.85,12.1555,159.0,6.1019000000000005,1019.63
12203,5.050000000000002,0.56111111111111,0.76,25.3253,328.0,9.982,1022.08
39337,16.477777777777774,16.477777777777774,0.93,3.0751,210.0,15.826300000000002,1015.7
55764,1.1111111111111112,-2.933333333333334,0.85,14.49,170.0,9.982,1023.3
7529,11.105555555555558,11.105555555555558,0.54,7.840700000000001,137.0,9.982,1019.76
89976,5.994444444444444,1.805555555555556,0.8,25.0999,150.0,15.826300000000002,999.79
88682,15.094444444444449,15.094444444444449,0.96,3.0268,74.0,6.8425,1015.45
57171,14.333333333333334,14.333333333333334,0.88,6.44,150.0,15.826300000000002,1022.09
21975,24.188888888888894,24.188888888888894,0.53,10.851400000000002,265.0,11.2056,1018.83
75986,7.711111111111112,6.372222222222222,0.96,7.824600000000001,320.0,0.8855000000000002,1008.13
28349,2.7777777777777777,-0.5944444444444446,0.96,12.88,170.0,11.27,1005.9
93618,16.022222222222226,16.022222222222226,0.97,13.5562,131.0,4.9910000000000005,997.92
90779,-2.177777777777779,-8.877777777777778,0.68,26.5167,1.0,16.1,1012.59
92491,25.46666666666667,25.46666666666667,0.74,6.295100000000001,160.0,16.1,1012.48
86928,9.444444444444445,9.444444444444445,0.87,3.22,240.0,15.826300000000002,1019.73
81460,5.827777777777779,2.3499999999999983,0.78,18.193,128.0,8.3398,1007.43
39141,16.06111111111111,16.06111111111111,0.92,12.9444,301.0,11.27,1009.33
35656,25.09444444444445,25.09444444444445,0.41,10.9319,198.0,9.982,1012.85
81721,-1.6444444444444448,-6.7444444444444445,0.89,16.711800000000004,9.0,6.359500000000001,1020.86
58793,25.0,25.0,0.47,16.1,150.0,9.982,1007.0
55088,-12.77777777777778,-19.01111111111111,0.0,11.27,20.0,9.982,1028.1
34177,2.616666666666667,-0.9888888888888896,0.89,13.9587,6.0,15.150100000000002,1028.91
90030,9.905555555555557,8.13888888888889,1.0,12.5419,57.0,4.9910000000000005,1001.7
34263,23.88888888888889,23.88888888888889,0.32,4.83,250.0,9.982,1019.7
6175,18.694444444444446,18.694444444444446,0.67,1.7549,56.0,9.982,1015.14
35417,18.8,18.8,0.42,5.8765,330.0,10.3523,1011.48
13255,18.96111111111111,18.96111111111111,0.84,3.059,247.0,9.9015,1009.36
69845,8.555555555555555,7.783333333333331,0.9,6.1502,290.0,15.1823,1014.15
96221,11.644444444444446,11.644444444444446,0.76,2.8819000000000004,160.0,14.876400000000002,1029.48
35085,17.77777777777778,17.77777777777778,0.65,0.0,0.0,9.982,1021.7
15687,3.75,1.683333333333334,0.89,8.0017,243.0,5.0393,1022.06
62784,20.672222222222217,20.672222222222217,0.75,3.2039,249.0,16.1,1014.31
27812,11.11111111111111,11.11111111111111,0.8,11.27,180.0,9.982,1007.8
19573,-5.0,-5.0,0.83,0.4669,79.0,6.118,1043.99
74091,19.98333333333333,19.98333333333333,0.84,10.7387,140.0,16.1,1009.87
43909,12.894444444444446,12.894444444444446,0.4,11.0285,317.0,9.982,1020.47
96088,12.8,12.8,0.72,7.969500000000001,282.0,16.1,1021.95
79917,18.33333333333333,18.33333333333333,0.9,0.5796,30.0,15.826300000000002,1014.55
25280,7.727777777777776,6.516666666666665,0.89,7.3255,48.0,3.4937,1031.63
11846,8.050000000000002,5.66111111111111,0.62,14.023100000000005,171.0,9.982,1025.96
697,5.46111111111111,4.077777777777779,0.76,6.601,180.0,15.826300000000002,1018.49
42968,5.86111111111111,3.555555555555555,0.71,10.722600000000002,130.0,9.9015,1019.67
17775,17.244444444444444,17.244444444444444,0.58,21.9282,199.0,11.2056,1003.72
65273,27.516666666666666,28.02777777777778,0.51,2.0769,299.0,10.4006,1015.7
50540,-2.333333333333333,-2.333333333333333,0.88,3.0751,180.0,5.0393,1035.57
42021,9.483333333333333,6.377777777777776,0.96,23.989,184.0,13.9426,996.43
584,7.88888888888889,4.088888888888889,0.89,26.838700000000003,330.0,11.2056,1014.12
22814,12.82222222222222,12.82222222222222,0.38,18.0159,317.0,9.982,1016.65
13768,22.583333333333336,22.583333333333336,0.55,13.4274,31.0,11.27,1012.31
6723,6.900000000000001,5.811111111111112,0.88,6.3756,188.0,9.982,1020.99
44769,22.68888888888889,22.68888888888889,0.71,9.4507,21.0,9.982,1018.05
55907,3.888888888888889,3.888888888888889,0.92,3.22,170.0,9.982,1015.0
13257,25.05,25.05,0.58,12.525800000000002,191.0,9.982,1009.65
76459,17.950000000000003,17.950000000000003,0.68,13.5401,220.0,15.1823,1008.76
29960,22.39444444444445,22.39444444444445,0.76,7.3899,134.0,9.8049,1017.31
56562,29.90555555555555,28.744444444444444,0.31,15.633100000000002,29.0,9.982,1012.04
16195,6.188888888888889,6.188888888888889,0.7,4.6207,6.0,9.982,1024.36
31569,6.111111111111111,4.072222222222221,0.7,9.66,160.0,9.982,1023.1
13314,31.13333333333334,30.41111111111111,0.35,11.3666,193.0,9.982,1006.92
20425,-1.083333333333333,-1.083333333333333,0.9,3.751300000000001,347.0,1.449,1036.94
21530,13.75,13.75,0.78,13.3147,288.0,14.9569,1013.21
8343,25.00555555555556,25.00555555555556,0.45,3.1556,257.0,9.982,1018.28
4943,18.40555555555555,18.40555555555555,0.9,6.9713,306.0,14.2163,1019.32
87185,26.06666666666667,26.06666666666667,0.53,5.3291,39.0,15.552600000000002,1013.67
52539,11.561111111111112,11.561111111111112,0.96,3.22,320.0,15.826300000000002,1019.09
19462,-4.461111111111112,-7.105555555555555,0.88,5.9409,1.0,9.499,1036.2
30798,12.77777777777778,12.77777777777778,0.69,14.49,270.0,9.982,1020.2
32786,10.555555555555555,10.555555555555555,0.83,14.49,310.0,16.1,1015.1
20123,14.822222222222225,14.822222222222225,0.55,25.277,308.0,11.2056,1025.27
81417,7.244444444444444,5.811111111111112,0.5,7.889000000000001,218.0,8.1305,1025.77
66834,3.816666666666665,-1.1111111111111112,0.64,26.2269,301.0,11.2056,1011.59
75,7.644444444444442,5.038888888888889,0.93,14.9086,9.0,6.118,1004.3
67906,19.79444444444444,19.79444444444444,0.84,24.2627,139.0,11.4471,1017.9
94837,4.688888888888887,2.066666666666666,0.82,11.125100000000002,165.0,7.422100000000001,1018.64
20293,7.094444444444446,7.094444444444446,0.65,3.5259,157.0,11.4471,1029.51
48510,11.05,11.05,0.99,8.0822,242.0,9.982,1018.01
14395,9.966666666666663,8.472222222222221,0.57,10.8192,138.0,9.982,1019.84
93050,1.1166666666666656,-2.2277777777777787,0.85,11.0929,261.0,9.982,1014.09
17748,13.816666666666666,13.816666666666666,0.58,12.654600000000002,180.0,11.2056,1013.12
63119,-2.7333333333333343,-6.844444444444445,0.96,11.0446,159.0,0.322,1025.08
71078,23.649999999999995,23.649999999999995,0.41,10.1591,322.0,10.577700000000002,1015.75
75382,5.294444444444445,2.966666666666669,0.65,10.2718,184.0,15.150100000000002,1020.24
28445,2.7777777777777777,2.7777777777777777,0.96,1.61,190.0,0.322,1020.6
6643,5.0,2.155555555555557,0.76,12.6385,169.0,9.982,1019.99
74821,23.81666666666667,23.81666666666667,0.32,27.386100000000003,329.0,16.1,1008.94
4041,27.10555555555556,28.261111111111116,0.61,7.808499999999999,349.0,9.9015,1018.19
38301,-2.2222222222222223,-6.194444444444444,0.92,10.8997,79.0,3.2039,1023.96
52391,16.927777777777777,16.927777777777777,0.46,10.722600000000002,39.0,14.9569,1027.11
35927,27.76666666666667,30.33888888888889,0.71,11.8818,100.0,9.9015,1012.54
12530,17.711111111111112,17.711111111111112,0.7,3.847900000000001,210.0,15.3111,1021.13
71702,2.411111111111113,-1.277777777777778,0.92,14.1519,159.0,0.6762,1021.72
40902,-2.1000000000000005,-6.572222222222221,0.8,13.0732,49.0,9.982,1019.47
78640,12.844444444444443,12.844444444444443,0.94,4.6207,249.0,10.2557,1019.14
77641,15.155555555555557,15.155555555555557,0.96,10.787,192.0,8.420300000000001,1011.71
69758,19.90555555555555,19.90555555555555,0.49,26.8709,312.0,10.3523,1020.38
22988,7.194444444444446,3.805555555555556,0.51,20.447,171.0,9.982,993.19
54192,-6.061111111111111,-12.316666666666668,0.75,17.114300000000004,140.0,15.826300000000002,1025.71
70808,8.916666666666664,8.916666666666664,0.85,4.186000000000001,194.0,14.6188,1018.97
95955,14.261111111111113,14.261111111111113,0.93,6.1502,330.0,15.649200000000002,1011.95
10468,-3.305555555555556,-6.044444444444443,0.8,6.552700000000001,15.0,14.2163,1038.73
88392,19.88333333333334,19.88333333333334,0.88,19.8513,340.0,15.826300000000002,1012.58
14999,18.594444444444445,18.594444444444445,0.73,27.3056,119.0,15.8746,1013.62
95519,15.511111111111113,15.511111111111113,0.96,3.0268,272.0,2.5921000000000003,1015.82
20871,5.0666666666666655,2.2277777777777765,0.65,12.6868,9.0,9.982,1036.41
15135,22.89444444444444,22.89444444444444,0.34,5.152000000000001,174.0,9.982,1001.65
51510,7.733333333333334,6.3166666666666655,1.0,8.1949,79.0,1.932,1024.51
12471,22.266666666666666,22.266666666666666,0.35,8.162700000000001,313.0,11.2056,1010.98
24658,7.033333333333331,2.144444444444444,0.74,38.108700000000006,170.0,9.8049,1004.95
92463,33.83888888888888,36.25555555555556,0.44,11.1734,129.0,9.982,1015.8
39274,25.83888888888889,25.83888888888889,0.52,22.2341,171.0,9.982,1010.29
5337,4.883333333333333,3.877777777777776,0.82,5.2325,222.0,5.9731000000000005,1017.72
65314,27.71111111111111,28.516666666666666,0.55,11.9945,313.0,11.2056,1014.37
76226,11.05,11.05,0.93,5.0393,130.0,8.05,1018.07
50683,2.155555555555557,2.155555555555557,0.8,2.8497000000000003,81.0,4.9427,1028.18
20851,-0.7000000000000008,-2.6111111111111107,0.8,5.5223,183.0,9.982,1035.29
27987,-2.7777777777777777,-5.388888888888889,0.92,6.44,250.0,1.932,1006.7
29088,5.0,1.8444444444444448,0.96,14.49,230.0,9.982,1004.1
92062,15.377777777777778,15.377777777777778,0.81,3.4293,201.0,16.1,1013.7
89315,3.883333333333335,0.5777777777777773,0.83,13.9104,197.0,8.3076,1019.57
81996,8.955555555555556,6.566666666666666,0.7,15.5848,169.0,16.1,1016.44
79624,12.333333333333336,12.333333333333336,0.37,12.2843,341.0,16.1,1028.04
76598,12.316666666666668,12.316666666666668,0.61,31.0569,11.0,10.2557,1009.09
26122,14.933333333333334,14.933333333333334,0.63,3.2039,209.0,9.982,1021.32
31671,7.222222222222222,3.466666666666668,0.34,24.15,330.0,11.27,1016.8
51208,17.616666666666667,17.616666666666667,0.73,4.459700000000001,266.0,11.0768,1016.61
73831,16.094444444444445,16.094444444444445,0.93,10.7548,252.0,9.982,1002.85
93849,22.800000000000004,22.800000000000004,0.32,19.6903,21.0,16.1,1018.36
